Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp,HermiT,JFact,Konclude,Openllet,Pellet,KoncludeCLI
ore_ont_4515.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,130.1,2.6766,0.249,6.1149,OE,0.4471
ore_ont_15450.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6765.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16565.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0559,129.622,2.6597,0.2425,6.3285,OE,0.4479
ore_ont_12884.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,130.2247,2.6764,0.2438,6.2778,OE,0.4503
ore_ont_7474.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2664.owl,3000,1135,10197,6668,4130,2163,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13941.owl,3000,1135,10201,6672,4130,2167,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4581.owl,3001,1142,10205,6675,4131,2169,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,132.6419,2.5141,0.2420999999999999,6.3214,OE,0.4505
ore_ont_9972.owl,2994,1152,10217,6691,4126,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1870.owl,2994,1152,10219,6693,4129,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9186.owl,2995,1152,10220,6694,4129,2183,382,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,177.72,2.7779,0.2444,6.662,OE,0.4546
ore_ont_15352.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0552,154.8347,2.5024,0.2419,6.4425,OE,0.4543
ore_ont_8171.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,144.8821,2.8506,0.2452,6.5167,OE,0.4539
ore_ont_2817.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5543.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0565,142.7678,2.8040000000000003,0.2465,6.3766,OE,0.4511
ore_ont_3329.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13776.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16738.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9037.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0561,144.1613,2.7909,0.247,6.5435,OE,0.4511
ore_ont_15544.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4263.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1790.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6469.owl,3008,1135,10215,6678,4144,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7775.owl,1398,1483,6688,5257,2892,2328,37,1,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3111,13.0617,4.6511,0.0483,3.3321,3.0154,0.1708
ore_ont_16120.owl,2995,1152,10230,6703,4130,2191,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5448.owl,3014,1140,10232,6687,4147,2165,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16617.owl,3007,1152,10250,6711,4146,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12474.owl,3006,1152,10245,6707,4150,2175,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,144.07240000000002,2.6892,0.2454,6.6013,OE,0.449
ore_ont_8431.owl,3010,1152,10253,6711,4147,2182,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11636.owl,3535,1226,10567,6696,4840,1669,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8999.owl,3010,1152,10257,6715,4150,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13700.owl,2554,1884,7219,4625,2687,1895,43,7,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2931999999999999,10.6558,4.1134,0.0516999999999999,0.6265,OE,0.2502
ore_ont_13851.owl,3535,1226,10569,6698,4841,1670,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0789,62.8703,3.535,0.2195,9.8926,OE,0.4272
ore_ont_14919.owl,3008,1165,10247,6710,4141,2194,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0564,128.96,2.7255,0.2438,6.396,OE,0.4497
ore_ont_7320.owl,3531,1226,10567,6701,4839,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8668.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0773,64.2494,3.5758,0.2243,10.6454,OE,0.4277
ore_ont_3214.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6266.owl,3020,1152,10279,6724,4159,2183,382,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11696.owl,3535,1226,10576,6705,4842,1676,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761999999999999,61.933,3.2811,0.2229,10.2628,OE,0.4252
ore_ont_16017.owl,3535,1226,10579,6708,4842,1679,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0784,64.1905,3.4608,0.2217,10.1643,OE,0.4279
ore_ont_7102.owl,3007,1156,10235,6695,4138,2182,375,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14183.owl,3539,1226,10585,6709,4847,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0746,64.523,3.3963,0.2222,9.8665,OE,0.4264
ore_ont_6847.owl,3534,1226,10578,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0769,57.5523,3.3461,0.2262,10.2014,OE,0.4239
ore_ont_14766.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4958.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756999999999999,56.3812,3.4064,0.2207,10.547,OE,0.4243
ore_ont_4429.owl,3005,1178,10273,6736,4144,2210,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,147.2853,2.7872,0.2455999999999999,6.4953,OE,0.4516
ore_ont_10058.owl,3535,1226,10583,6713,4840,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0769,63.7365,3.3402,0.2212,10.3106,OE,0.4275
ore_ont_3584.owl,2998,1164,10277,6747,4135,2230,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,149.763,2.7882,0.2482,6.6106,OE,0.4507
ore_ont_14896.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4210.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4188.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766,63.2723,3.2639,0.221,10.0576,OE,0.423
ore_ont_6729.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3795.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3357.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4770.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0775,62.9783,3.2145,0.2245,9.9658,OE,0.4234
ore_ont_7084.owl,3043,1135,10286,6713,4190,2148,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,125.9364,2.7376,0.2435999999999999,6.4704,OE,0.4468
ore_ont_10594.owl,3539,1226,10592,6716,4847,1682,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11289.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757,61.8538,3.3826,0.2207,9.6059,OE,0.4193
ore_ont_11948.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,62.9808,3.4837,0.2211,10.1079,OE,0.4251
ore_ont_4834.owl,3535,1226,10589,6717,4841,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8719.owl,2998,1176,10274,6744,4137,2225,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,151.71880000000002,2.6973000000000003,0.2522,6.8283,OE,0.4503
ore_ont_11564.owl,3039,1135,10292,6724,4190,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1091.owl,3547,1226,10600,6718,4856,1675,187,28,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3500.owl,3539,1226,10600,6723,4847,1689,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14878.owl,3562,1226,10621,6723,4873,1663,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.076,63.0339,3.2383,0.2222,10.4991,OE,0.4192
ore_ont_5943.owl,3539,1226,10603,6727,4846,1694,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4092.owl,3535,1226,10597,6726,4840,1699,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757999999999999,58.7626,3.4854000000000003,0.2199,10.0567,OE,0.4168
ore_ont_15355.owl,2147,7568,12571,10397,2805,7568,24,0,28,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.057,7.6634,4.8714,0.026,0.3264,0.2791,0.2305
ore_ont_6060.owl,3546,1226,10619,6737,4875,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2548.owl,2566,1887,7263,4653,2706,1902,45,9,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5298.owl,3555,1226,10630,6739,4866,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0785,65.714,3.3274,0.2231,9.8295,OE,0.4187
ore_ont_14237.owl,3538,1226,10618,6744,4846,1711,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.076,66.33,3.4952,0.2266,9.9981,OE,0.4248
ore_ont_13679.owl,3044,1152,10345,6760,4192,2183,385,32,510,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0576,148.8123,2.8169,0.2566,6.7417,OE,0.4512
ore_ont_990.owl,3543,1247,10612,6732,4847,1698,187,29,309,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_290.owl,3041,1166,10338,6764,4196,2186,382,33,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7014.owl,3535,1226,10640,6769,4842,1740,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7237.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_770.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7025.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16822.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7537.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0786999999999999,58.7232,3.2863,0.2259,9.8435,OE,0.4236
ore_ont_8417.owl,3576,1226,10665,6754,4881,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1517.owl,3068,1135,10353,6754,4219,2159,376,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7944.owl,3544,1226,10663,6783,4851,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14906.owl,3568,1226,10664,6760,4887,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5398.owl,3546,1226,10672,6790,4858,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.079,57.7907,3.5044,0.2322,9.7655,OE,0.4256
ore_ont_336.owl,3587,1231,10691,6768,4901,1680,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0775,65.6744,3.4916,0.2358,11.3908,OE,0.4272
ore_ont_7079.owl,3571,1226,10709,6802,4880,1735,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6504.owl,3528,1226,10668,6803,4842,1774,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10173.owl,3021,1173,10391,6838,4165,2297,376,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9534.owl,3052,1177,10383,6801,4206,2220,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0598,138.8599,2.95,0.2905,6.8201,OE,0.4822
ore_ont_2700.owl,3551,1262,10684,6792,4866,1739,187,29,313,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14286.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1,0.4618,6.6497,0.0291,0.1326,0.0957,0.1951
ore_ont_2213.owl,3016,1190,10420,6869,4165,2321,383,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0599,156.6764,2.7805,0.3167,7.2228,OE,0.5253
ore_ont_3050.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12418.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3905.owl,3736,1266,11004,6764,4349,1947,468,0,505,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1340.owl,3718,1289,11014,6786,4323,1977,486,0,511,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11989.owl,3010,1135,10359,6820,4150,2295,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0571,129.186,2.5543,0.273,6.2803,OE,0.4718
ore_ont_12468.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.059,130.5907,2.7844,0.2759,6.1971,OE,0.4738
ore_ont_14452.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13674.owl,3005,1152,10388,6851,4150,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0578,146.8703,2.6621,0.2733,6.3197,OE,0.4729
ore_ont_6111.owl,3897,0,11200,7180,7025,0,155,25,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_980.owl,3545,1264,10763,6882,4854,1841,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16642.owl,3596,1226,10790,6858,4910,1761,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15796.owl,2992,1152,10408,6884,4130,2372,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_148.owl,3064,1190,10495,6897,4222,2291,384,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9896.owl,2393,0,14473,12076,3684,8389,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5596,3.3706,9.6042,0.0279,0.2441,0.2204,0.2082
ore_ont_3771.owl,2231,426,5324,3093,2622,471,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0074,0.7422,0.158,0.0245,0.1135,0.0827,0.1181
ore_ont_8322.owl,3029,1199,10517,6955,4184,2389,382,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14767.owl,3539,1226,10781,6905,4845,1873,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_891.owl,3539,1226,10783,6907,4845,1875,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756,69.0429,3.4272,0.269,10.4274,OE,0.4568
ore_ont_1970.owl,9987,0,15106,5119,5119,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15692.owl,3535,1226,10825,6954,4839,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10892.owl,3535,1226,10826,6955,4840,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0802,74.3418,3.2742,0.272,10.6512,OE,0.4607
ore_ont_4423.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0764,74.732,3.4314,0.2702,10.3053,OE,0.4844
ore_ont_1062.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0765,73.8099,3.2413,0.2849,10.3219,OE,0.4807
ore_ont_12432.owl,2748,0,8140,4979,4330,0,649,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14367.owl,3008,1220,10650,7111,4152,2584,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0735,170.8185,3.2188,0.2512,8.3962,OE,0.4614
ore_ont_6483.owl,4393,1285,11642,6929,5099,1518,312,0,321,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12039.owl,3209,1154,10703,6956,4386,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7569.owl,3554,1226,10857,6966,4864,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8688.owl,3003,1237,10679,7142,4152,2608,382,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0739,219.5421,3.1764,0.2557,8.6221,OE,0.4635
ore_ont_10270.owl,3188,1151,10666,6934,4377,2179,378,33,512,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2360.owl,3241,1137,10728,6952,4413,2162,377,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6892.owl,3227,1137,10721,6958,4419,2162,377,33,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0577,132.0532,3.0824,0.2482,6.3283,OE,0.4508
ore_ont_14294.owl,3236,1154,10757,6983,4413,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7015.owl,2356,963,15949,13590,2484,11106,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1003,0.3655,3.2712,0.0236,0.0771,0.0544,0.2212
ore_ont_13078.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2711,1.6533,5.3465,0.0237,5.7931,4.3475,0.1986
ore_ont_7188.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2676,1.7337,5.5082,0.024,5.8492,4.1015,0.2002
ore_ont_6535.owl,3263,1137,10777,6977,4458,2140,379,32,506,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6443.owl,4399,1303,11712,6991,5107,1572,312,0,323,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15013.owl,3304,6104,14851,11547,5442,6104,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0866,1.3868,7.6728,0.0394,0.6273,0.4826,0.2423
ore_ont_3177.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5792.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12451.owl,3279,23,11290,7787,7456,63,265,8,219,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4587.owl,3544,1261,11085,7205,4853,2165,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0849,84.997,3.5835,0.2801,11.2942,OE,0.5013
ore_ont_9429.owl,2638,89,12862,10143,9838,232,73,6,77,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14450.owl,3991,1291,11582,7076,4609,1979,488,0,516,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16303.owl,4220,151,12996,8622,8248,185,189,0,157,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13336.owl,3731,1543,11471,7226,4338,2402,486,0,515,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1889,1.1212,OE,0.2031,0.7202,0.6065,0.3983
ore_ont_12152.owl,3724,1290,11424,7173,4772,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2938,61.7224,4.5444,0.2813,62.2274,38.3087,0.4968
ore_ont_330.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3241.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10481.owl,3731,1290,11444,7186,4785,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2974,63.295,4.4406,0.2806,63.2004,38.264,0.4972
ore_ont_15224.owl,3897,0,10859,6951,6951,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1555.owl,3555,3628,14372,10793,3589,7204,0,9,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_16759.owl,3732,1267,11621,7368,4776,2139,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3087,70.1866,4.5135,0.2828,59.5957,39.9939,0.507
ore_ont_16124.owl,3729,1272,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3051,71.3368,4.3244,0.2769,61.6205,38.9162,0.5023
ore_ont_260.owl,3729,1268,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6452.owl,3729,1272,11636,7387,4773,2161,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10242.owl,3724,1290,11673,7422,4770,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1469.owl,3723,1290,11673,7424,4772,2185,467,0,528,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2856999999999999,71.9981,4.5392,0.3107,62.1823,37.5124,0.5224
ore_ont_11124.owl,2375,7,15622,13212,5112,8085,15,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,4.9879,TO,0.0587,OOM,98.6472,0.2449
ore_ont_1533.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13621.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14194.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14551.owl,2757,250,13354,10502,10046,374,82,7,90,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12043.owl,3740,1286,11710,7442,4797,2177,468,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12219.owl,3743,1292,11716,7446,4792,2187,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7479.owl,3759,1285,11736,7456,4815,2188,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13178.owl,3775,1295,11799,7496,4839,2190,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11131.owl,3047,5596,13488,10435,4836,5596,3,0,6,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.5457000000000001,0.515,8.6028,0.0353,0.8744,0.7,0.2356
ore_ont_4182.owl,1819,6255,12063,10213,2614,7579,20,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.6689,3.8935,TO,0.0248,0.6274,0.544,0.226
ore_ont_11305.owl,3661,346,9590,5793,5216,425,152,9,128,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,IE,IE,IE,IE,OE,0.1856
ore_ont_1965.owl,3740,1272,11803,7543,4793,2297,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.317,71.9358,4.5077,0.3041999999999999,61.1391,42.4312,0.5078
